Values,Telencephalon,Tectum,Thalamus,Hypothalamus,Cerebellum,Hindbrain,Habenula,Posterior-Tuberculum
Volume (voxels),2020889,4871223,530635,3371928,1419055,3866005,297870,346149
,,,,,,,,
Frame,Region 1,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8
1,1,2,3,4,5,6,7,8
nrros_exp3_het_10_C0divC1_8_roi.csv,0.6308712363243103, 0.4296055734157562, 0.976678192615509, 0.892314076423645, 0.520176112651825, 0.8758676052093506, 0.660902202129364, 1.3187936544418335
nrros_exp3_het_13_C0divC1_8_roi.csv,0.7385271191596985, 0.5541517734527588, 0.2382737249135971, 0.05328628420829773, 0.7547532320022583, 0.14773482084274292, 0.5950734615325928, 0.04453733190894127
nrros_exp3_het_14_C0divC1_8_roi.csv,0.7166794538497925, 0.5925669074058533, 0.23462890088558197, 0.046918585896492004, 0.8335745334625244, 0.1996975690126419, 0.5556128025054932, 0.07004240900278091
nrros_exp3_het_17_C0divC1_8_roi.csv,0.48801496624946594, 0.4019291400909424, 0.1385331153869629, 0.028816429898142815, 0.5101313591003418, 0.10477486252784729, 0.4101734161376953, 0.02666003257036209
nrros_exp3_het_18_C0divC1_8_roi.csv,0.6393181085586548, 0.6242166757583618, 0.7008471488952637, 0.08158513903617859, 0.8914968967437744, 0.3399478495121002, 0.5594010949134827, 0.18916065990924835
nrros_exp3_het_1_C0divC1_8_roi.csv,0.7450558543205261, 0.7066459059715271, 0.4417624771595001, 0.088438980281353, 0.9782370924949646, 0.3032776117324829, 0.700097382068634, 0.19800572097301483
nrros_exp3_het_20_C0divC1_8_roi.csv,0.8164733648300171, 0.870756983757019, 0.4170753061771393, 0.07722157984972, 1.1176785230636597, 0.1803078055381775, 0.5901809334754944, 0.09548863023519516
nrros_exp3_het_21_C0divC1_8_roi.csv,1.3356932401657104, 1.0892359018325806, 1.2648488283157349, 0.10922643542289734, 1.687525987625122, 0.45258238911628723, 0.9571917057037354, 0.41868945956230164
nrros_exp3_het_3_C0divC1_8_roi.csv,0.8491804599761963, 0.7455247640609741, 0.4602254033088684, 0.07044552266597748, 1.0210522413253784, 0.2587769627571106, 0.8063414096832275, 0.12513451278209686
nrros_exp3_het_4_C0divC1_8_roi.csv,0.7620762586593628, 0.7066938877105713, 1.1450695991516113, 0.0765933245420456, 0.9942839741706848, 0.4294656217098236, 0.6210429072380066, 0.26120927929878235
nrros_exp3_het_5_C0divC1_8_roi.csv,0.6907632946968079, 0.7166404128074646, 0.7026406526565552, 0.07403048127889633, 1.1057116985321045, 0.3828487992286682, 0.743647038936615, 0.20099490880966187
nrros_exp3_het_6_C0divC1_8_roi.csv,0.9546980857849121, 0.8412836790084839, 1.1664674282073975, 0.39597243070602417, 1.10748291015625, 0.8369057178497314, 0.6469506621360779, 1.2409988641738892
nrros_exp3_het_7_C0divC1_8_roi.csv,0.7943697571754456, 0.769117534160614, 0.8352306485176086, 0.09767965972423553, 1.0653644800186157, 0.48330873250961304, 0.7413231730461121, 0.23064911365509033
nrros_exp3_het_8_C0divC1_8_roi.csv,0.373149037361145, 0.3432599902153015, 0.21273989975452423, 0.029177535325288773, 0.5071033835411072, 0.1541566103696823, 0.29397186636924744, 0.052475862205028534
nrros_exp3_het_9_C0divC1_8_roi.csv,0.8800773024559021, 0.7727391719818115, 1.0710679292678833, 0.12778887152671814, 1.011796474456787, 0.6153264045715332, 0.5712061524391174, 0.2910490334033966
nrros_exp3_hom_11_C0divC1_8_roi.csv,0.6468231678009033, 0.6023682951927185, 0.32727739214897156, 0.044471289962530136, 0.6844164133071899, 0.1578458547592163, 0.710856020450592, 0.03597768768668175
nrros_exp3_hom_12_C0divC1_8_roi.csv,1.1654212474822998, 0.7513024210929871, 0.05017013102769852, 0.05131373926997185, 0.717364490032196, 0.08337000757455826, 0.8360111713409424, 0.0023298184387385845
nrros_exp3_hom_13_C0divC1_8_roi.csv,1.0854817628860474, 0.9265178442001343, 0.6235663294792175, 0.11691157519817352, 1.2970999479293823, 0.3139207661151886, 0.855126142501831, 0.27370601892471313
nrros_exp3_hom_16_C0divC1_8_roi.csv,1.3899381160736084, 1.3073678016662598, 2.087372064590454, 0.21134476363658905, 1.881971836090088, 0.575465977191925, 1.1732672452926636, 0.6782984733581543
